"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-06","Canada","2021A000011124","Employment","Educational services [61]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710155","1.2.23.1.1","1601.2","","","","1"
"2024-07","Canada","2021A000011124","Employment","Educational services [61]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710155","1.2.23.1.1","1284.8","","","","1"
"2024-08","Canada","2021A000011124","Employment","Educational services [61]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710155","1.2.23.1.1","1284.8","","","","1"
"2024-09","Canada","2021A000011124","Employment","Educational services [61]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710155","1.2.23.1.1","1595.5","","","","1"
"2024-10","Canada","2021A000011124","Employment","Educational services [61]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710155","1.2.23.1.1","1633.4","","","","1"
"2024-11","Canada","2021A000011124","Employment","Educational services [61]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710155","1.2.23.1.1","1660.9","","","","1"
"2024-12","Canada","2021A000011124","Employment","Educational services [61]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710155","1.2.23.1.1","1674.0","","","","1"
"2019-01","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2447.7","","","","1"
"2019-02","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2446.8","","","","1"
"2019-03","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2422.9","","","","1"
"2019-04","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2427.9","","","","1"
"2019-05","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2451.5","","","","1"
"2019-06","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2478.3","","","","1"
"2019-07","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2500.1","","","","1"
"2019-08","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2510.1","","","","1"
"2019-09","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2495.9","","","","1"
"2019-10","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2502.0","","","","1"
"2019-11","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2501.5","","","","1"
"2019-12","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2510.2","","","","1"
"2020-01","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2505.7","","","","1"
"2020-02","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2509.8","","","","1"
"2020-03","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2367.0","","","","1"
"2020-04","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2233.6","","","","1"
"2020-05","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2253.7","","","","1"
"2020-06","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2404.2","","","","1"
"2020-07","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2429.3","","","","1"
"2020-08","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2431.1","","","","1"
"2020-09","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2433.7","","","","1"
"2020-10","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2440.5","","","","1"
"2020-11","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2458.2","","","","1"
"2020-12","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2441.9","","","","1"
"2021-01","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2450.3","","","","1"
"2021-02","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2458.7","","","","1"
"2021-03","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2504.8","","","","1"
"2021-04","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2494.4","","","","1"
"2021-05","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2508.8","","","","1"
"2021-06","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2546.5","","","","1"
"2021-07","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2562.8","","","","1"
"2021-08","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2546.1","","","","1"
"2021-09","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2535.7","","","","1"
"2021-10","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2551.2","","","","1"
"2021-11","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2571.6","","","","1"
"2021-12","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2573.8","","","","1"
"2022-01","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2580.0","","","","1"
"2022-02","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2607.3","","","","1"
"2022-03","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2607.6","","","","1"
"2022-04","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2589.6","","","","1"
"2022-05","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2610.6","","","","1"
"2022-06","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2617.6","","","","1"
"2022-07","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2621.7","","","","1"
"2022-08","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2630.9","","","","1"
"2022-09","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2626.1","","","","1"
"2022-10","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2640.5","","","","1"
"2022-11","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2643.9","","","","1"
"2022-12","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2610.1","","","","1"
"2023-01","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2648.7","","","","1"
"2023-02","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2673.4","","","","1"
"2023-03","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2665.0","","","","1"
"2023-04","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2649.9","","","","1"
"2023-05","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2657.8","","","","1"
"2023-06","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2698.2","","","","1"
"2023-07","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2738.8","","","","1"
"2023-08","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2733.2","","","","1"
"2023-09","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2709.0","","","","1"
"2023-10","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2725.2","","","","1"
"2023-11","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2726.1","","","","1"
"2023-12","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2734.7","","","","1"
"2024-01","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2728.0","","","","1"
"2024-02","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2738.6","","","","1"
"2024-03","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2785.6","","","","1"
"2024-04","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2787.9","","","","1"
"2024-05","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2820.0","","","","1"
"2024-06","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2827.4","","","","1"
"2024-07","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2853.5","","","","1"
"2024-08","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2869.6","","","","1"
"2024-09","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2849.0","","","","1"
"2024-10","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2852.6","","","","1"
"2024-11","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2858.7","","","","1"
"2024-12","Canada","2021A000011124","Employment","Health care and social assistance [62]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710156","1.2.24.1.1","2863.5","","","","1"
"2019-01","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","727.6","","","","1"
"2019-02","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","741.5","","","","1"
"2019-03","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","744.8","","","","1"
"2019-04","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","760.2","","","","1"
"2019-05","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","784.8","","","","1"
"2019-06","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","829.0","","","","1"
"2019-07","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","891.5","","","","1"
"2019-08","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","882.0","","","","1"
"2019-09","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","759.4","","","","1"
"2019-10","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","746.9","","","","1"
"2019-11","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","732.0","","","","1"
"2019-12","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","744.8","","","","1"
"2020-01","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","746.5","","","","1"
"2020-02","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","747.9","","","","1"
"2020-03","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","631.3","","","","1"
"2020-04","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","554.4","","","","1"
"2020-05","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","583.8","","","","1"
"2020-06","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","675.3","","","","1"
"2020-07","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","746.4","","","","1"
"2020-08","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","747.5","","","","1"
"2020-09","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","714.3","","","","1"
"2020-10","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","692.3","","","","1"
"2020-11","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","651.0","","","","1"
"2020-12","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","634.3","","","","1"
"2021-01","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","610.9","","","","1"
"2021-02","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","622.5","","","","1"
"2021-03","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","665.6","","","","1"
"2021-04","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","645.6","","","","1"
"2021-05","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","680.7","","","","1"
"2021-06","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","733.6","","","","1"
"2021-07","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","808.4","","","","1"
"2021-08","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","818.9","","","","1"
"2021-09","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","742.7","","","","1"
"2021-10","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","754.2","","","","1"
"2021-11","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","750.0","","","","1"
"2021-12","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","747.8","","","","1"
"2022-01","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","697.1","","","","1"
"2022-02","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","786.4","","","","1"
"2022-03","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","774.7","","","","1"
"2022-04","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","778.1","","","","1"
"2022-05","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","847.5","","","","1"
"2022-06","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","849.8","","","","1"
"2022-07","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","919.6","","","","1"
"2022-08","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","900.0","","","","1"
"2022-09","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","800.7","","","","1"
"2022-10","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","790.7","","","","1"
"2022-11","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","775.9","","","","1"
"2022-12","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","794.0","","","","1"
"2023-01","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","804.2","","","","1"
"2023-02","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","803.4","","","","1"
"2023-03","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","804.3","","","","1"
"2023-04","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","807.9","","","","1"
"2023-05","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","867.9","","","","1"
"2023-06","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","899.1","","","","1"
"2023-07","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","954.6","","","","1"
"2023-08","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","942.3","","","","1"
"2023-09","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","823.0","","","","1"
"2023-10","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","836.7","","","","1"
"2023-11","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","814.9","","","","1"
"2023-12","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","815.0","","","","1"
"2024-01","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","805.8","","","","1"
"2024-02","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","814.1","","","","1"
"2024-03","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","801.7","","","","1"
"2024-04","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","814.4","","","","1"
"2024-05","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","846.4","","","","1"
"2024-06","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","866.6","","","","1"
"2024-07","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","941.0","","","","1"
"2024-08","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","931.2","","","","1"
"2024-09","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","846.0","","","","1"
"2024-10","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","828.7","","","","1"
"2024-11","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","809.4","","","","1"
"2024-12","Canada","2021A000011124","Employment","Information, culture and recreation [51, 71]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710157","1.2.25.1.1","815.3","","","","1"
"2019-01","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1177.7","","","","1"
"2019-02","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1175.8","","","","1"
"2019-03","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1167.5","","","","1"
"2019-04","Canada","2021A000011124","Employment","Accommodation and food services [72]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710158","1.2.26.1.1","1194.7","","","","1"
