"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-07","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","271.8","","","","1"
"2019-08","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","268.7","","","","1"
"2019-09","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","268.7","","","","1"
"2019-10","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","268.6","","","","1"
"2019-11","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","260.2","","","","1"
"2019-12","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","257.1","","","","1"
"2020-01","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","255.3","","","","1"
"2020-02","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","254.6","","","","1"
"2020-03","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","252.6","","","","1"
"2020-04","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","222.6","","","","1"
"2020-05","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","225.5","","","","1"
"2020-06","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","226.7","","","","1"
"2020-07","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","224.7","","","","1"
"2020-08","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","222.8","","","","1"
"2020-09","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","225.8","","","","1"
"2020-10","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","248.8","","","","1"
"2020-11","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","245.7","","","","1"
"2020-12","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","247.7","","","","1"
"2021-01","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","252.6","","","","1"
"2021-02","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","256.9","","","","1"
"2021-03","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","252.6","","","","1"
"2021-04","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","244.9","","","","1"
"2021-05","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","256.1","","","","1"
"2021-06","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","261.1","","","","1"
"2021-07","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","268.5","","","","1"
"2021-08","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","262.0","","","","1"
"2021-09","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","263.5","","","","1"
"2021-10","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","260.4","","","","1"
"2021-11","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","255.0","","","","1"
"2021-12","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","263.7","","","","1"
"2022-01","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","257.4","","","","1"
"2022-02","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","265.8","","","","1"
"2022-03","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","265.3","","","","1"
"2022-04","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","259.4","","","","1"
"2022-05","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","266.4","","","","1"
"2022-06","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","261.0","","","","1"
"2022-07","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","264.5","","","","1"
"2022-08","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","266.4","","","","1"
"2022-09","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","264.6","","","","1"
"2022-10","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","268.7","","","","1"
"2022-11","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","268.9","","","","1"
"2022-12","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","269.5","","","","1"
"2023-01","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","273.3","","","","1"
"2023-02","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","276.8","","","","1"
"2023-03","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","269.2","","","","1"
"2023-04","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","265.7","","","","1"
"2023-05","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","274.8","","","","1"
"2023-06","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","272.5","","","","1"
"2023-07","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","276.7","","","","1"
"2023-08","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","286.4","","","","1"
"2023-09","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","286.5","","","","1"
"2023-10","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","282.5","","","","1"
"2023-11","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","280.7","","","","1"
"2023-12","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","285.7","","","","1"
"2024-01","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","282.8","","","","1"
"2024-02","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","285.5","","","","1"
"2024-03","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","287.2","","","","1"
"2024-04","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","287.0","","","","1"
"2024-05","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","293.2","","","","1"
"2024-06","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","298.9","","","","1"
"2024-07","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","307.6","","","","1"
"2024-08","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","307.0","","","","1"
"2024-09","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","316.4","","","","1"
"2024-10","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","309.7","","","","1"
"2024-11","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","294.9","","","","1"
"2024-12","Canada","2021A000011124","Employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710139","1.2.7.1.1","291.3","","","","1"
"2019-01","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","136.6","","","","1"
"2019-02","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","134.6","","","","1"
"2019-03","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","133.6","","","","1"
"2019-04","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","134.5","","","","1"
"2019-05","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","139.8","","","","1"
"2019-06","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","140.7","","","","1"
"2019-07","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","136.1","","","","1"
"2019-08","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","136.6","","","","1"
"2019-09","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","126.1","","","","1"
"2019-10","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","126.3","","","","1"
"2019-11","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","128.1","","","","1"
"2019-12","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","127.4","","","","1"
"2020-01","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","130.6","","","","1"
"2020-02","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","134.1","","","","1"
"2020-03","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","128.4","","","","1"
"2020-04","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","132.6","","","","1"
"2020-05","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","131.0","","","","1"
"2020-06","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","134.7","","","","1"
"2020-07","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","133.5","","","","1"
"2020-08","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","134.5","","","","1"
"2020-09","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","140.8","","","","1"
"2020-10","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","138.5","","","","1"
"2020-11","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","132.9","","","","1"
"2020-12","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","134.5","","","","1"
"2021-01","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","134.4","","","","1"
"2021-02","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","140.5","","","","1"
"2021-03","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","139.8","","","","1"
"2021-04","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","138.9","","","","1"
"2021-05","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","141.0","","","","1"
"2021-06","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","143.7","","","","1"
"2021-07","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","145.7","","","","1"
"2021-08","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","141.5","","","","1"
"2021-09","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","145.5","","","","1"
"2021-10","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","143.5","","","","1"
"2021-11","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","135.1","","","","1"
"2021-12","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","138.4","","","","1"
"2022-01","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","141.9","","","","1"
"2022-02","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","145.4","","","","1"
"2022-03","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","141.3","","","","1"
"2022-04","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","148.5","","","","1"
"2022-05","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","154.1","","","","1"
"2022-06","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","152.7","","","","1"
"2022-07","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","154.0","","","","1"
"2022-08","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","159.0","","","","1"
"2022-09","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","158.0","","","","1"
"2022-10","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","157.8","","","","1"
"2022-11","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","153.0","","","","1"
"2022-12","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","144.1","","","","1"
"2023-01","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","150.4","","","","1"
"2023-02","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","160.7","","","","1"
"2023-03","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","158.4","","","","1"
"2023-04","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","158.0","","","","1"
"2023-05","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","167.7","","","","1"
"2023-06","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","163.6","","","","1"
"2023-07","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","164.4","","","","1"
"2023-08","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","163.8","","","","1"
"2023-09","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","157.1","","","","1"
"2023-10","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","155.0","","","","1"
"2023-11","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","155.2","","","","1"
"2023-12","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","156.3","","","","1"
"2024-01","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","154.6","","","","1"
"2024-02","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","157.2","","","","1"
"2024-03","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","158.2","","","","1"
"2024-04","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","152.6","","","","1"
"2024-05","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","153.3","","","","1"
"2024-06","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","150.0","","","","1"
"2024-07","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","155.9","","","","1"
"2024-08","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","150.9","","","","1"
"2024-09","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","150.3","","","","1"
"2024-10","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","149.4","","","","1"
"2024-11","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","146.2","","","","1"
"2024-12","Canada","2021A000011124","Employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710140","1.2.8.1.1","157.1","","","","1"
"2019-01","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1323.8","","","","1"
"2019-02","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1333.2","","","","1"
"2019-03","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1342.6","","","","1"
"2019-04","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1398.9","","","","1"
"2019-05","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1464.0","","","","1"
"2019-06","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1501.0","","","","1"
"2019-07","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1552.5","","","","1"
"2019-08","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1575.9","","","","1"
"2019-09","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1581.2","","","","1"
"2019-10","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1558.5","","","","1"
"2019-11","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1538.2","","","","1"
"2019-12","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1497.1","","","","1"
"2020-01","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1403.6","","","","1"
"2020-02","Canada","2021A000011124","Employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710141","1.2.9.1.1","1411.1","","","","1"
